x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,labels
-0.78936377574314,-1.4342956194926226,0.32486650993195154,-1.0895704643323554,-3.186750735973285,-1.9154915749089518,-1.9850522988424335,-5.109613962422469,-1.7769433444925646,-10.228431817236894,-2.766587470339403,-2.9204128380328758,3.024634774470014,4.300868271254343,-2.0333324894738274,-0.5765575906609156,-0.868734022621255,-1.14534990787498,-1.157258260957389,-4.935824813591339,1.5679033334160475,1.691138380979809,-2.9147418651016848,0.7135249554466538,1.7034207614300214,-0.22202676309793978,0.0
1.698561067069952,-0.5301750133815517,0.7565035435166799,-0.8497953971508608,0.7388588427957989,4.321680364302926,3.3228767468199076,-4.769472605404143,-1.1486540481151688,-0.623212728839386,2.7472435939069895,-0.9192800371344619,-0.960426395703178,-0.28217380479050913,0.11370130836954284,-0.804576532775762,-2.094125005628789,1.0771909270910194,-3.3600133238378747,-7.324133529186162,1.0746749600074406,-0.984185392671379,-1.3615250839546862,2.4448322763342913,-1.4970293370719214,1.096919662033194,0.0
2.480805069896174,-2.9337471053648247,1.407295475664056,-0.35605869253063327,1.1791466445169987,-4.181062923686498,-4.177117741891955,-2.854105090062253,-0.22361957609491226,-2.0349281169558813,2.0843157478730854,0.5340017865927082,1.870072076764226,1.5201573809959525,-4.234047410849199,2.87713842170711,-1.7352425786479246,-3.2193088074132445,-0.026445090472047905,-8.659094513900973,-0.15221274569775434,0.6859070341762794,0.44201431208630915,1.818607379540069,2.7932731053889936,0.07291838949948082,2.0
1.457755482299323,-0.1069021748982184,-0.8524111491704257,1.1759984459116803,6.619029280452375,2.156071652252443,-0.7779520306193012,5.031490008554277,0.47690599158391617,3.009128025013755,-1.7278002676900903,-0.5905055567173862,-3.096549959595607,1.6557835252787596,-1.3321514882190661,-0.17411427175263372,2.2254050373787178,4.263036738657506,-0.7846682500976447,5.115429606233667,1.0106811841106706,-0.6412151670458979,-6.3223176409189366,-0.8060444881050758,0.6995700925955111,0.26067408496979216,2.0
1.4275546802866987,0.6492821564979008,0.25449716178032966,-1.0645853420640328,0.3035761502526282,-4.545239716853829,4.577316029981182,-5.233015299040551,-1.0073337028492124,0.5110302872008302,3.0420494909165026,5.953771265329017,4.9948525426351145,-2.24561635043859,0.3322862016834027,1.0752336790628187,-0.10366532616882884,3.363231705195316,-1.7673015316462335,-3.1083751130522588,-1.9169837790607858,-0.42323622411025974,0.6310792586659673,-3.3785468049148077,-4.165683792756017,0.9674362303670633,2.0
-1.3805947826899276,-2.6515565883892256,1.3611055194484574,-0.11826893242389364,-0.4465248982984664,3.081566542198235,0.19930815463001095,0.46932739339379537,0.7644315782346823,4.041781132468966,2.4175725923696376,-4.99727620157509,4.356031758077208,-3.8174078730643775,1.5992287586741294,-5.271609129260116,0.3762045843727261,-5.950091654163327,-1.3217956405745863,-6.3045949921181865,1.7214735192856896,6.123222679157075,0.6091690682798274,-1.538505851680728,0.41724148910113557,0.5474917406891533,0.0
-0.0008323631393276859,-0.21415729900361702,1.1316006854088096,0.793910902284296,0.5743276352854079,0.7350184427278168,0.8382125461419438,1.2167941397344264,0.09835873956090556,4.449759582241058,1.2129209466989412,-2.2055427145121795,-4.583264198431145,-2.1843050071480974,-0.3821771737472327,1.6060480419892023,0.9171095585442388,-0.6536561738780966,-1.4079763403486516,-0.8553553116191864,0.8888364952773267,-1.5687743693127731,-0.09552866455154796,-1.3447165128509244,-1.8770282976652308,0.33272613340557683,2.0
-0.14878668401398537,-0.7278922740404203,0.23016473950088237,-0.8965605695878642,1.1355395960181465,3.6143717448045205,0.40706572921749806,1.5157829976568826,-0.6061152105720615,2.9065675969616827,-4.291354601030809,-0.3135889273084296,1.6360026650527821,-3.509377324538103,0.11499094551313671,-5.058851618926747,1.315648199335461,1.0998869616767122,1.5341675489920634,-5.064314492801391,1.5156678921322748,-2.586189770553336,0.60633313043489,2.1070058509282914,4.450920205394951,-1.46477571934106,3.0
0.5549637696821902,2.2929098528942835,-1.8171049327456712,1.7147208665929488,-2.2739579067534907,-1.5456731024158135,-0.27210901006264265,0.6451744918788411,-0.03644564295273549,-4.0370663069165325,-2.19468005008713,1.2067384784112027,4.008191363118877,-0.3374775884095742,-3.2608661834588637,0.5390836135164658,-6.1290385875779245,-1.5080162423598868,-1.1229093201040936,-10.813970140886253,1.108271388964537,-2.2676236439082986,3.1835470397981416,0.29554439973928526,0.21861648372036624,0.739799407865941,0.0
-1.6539200733123243,11.354614409287715,0.7235555551311094,0.3710686139036902,-4.997368147257296,1.8868191422767184,9.359303258688717,-0.5277337915570228,-0.8886418348127157,-16.547649278817563,-0.015325104852295435,1.646967277490473,5.100267298625109,5.586460491306846,-2.2117787717392288,-6.928076552316722,5.601293580422948,-1.2822052423956565,1.255506705480784,2.070891160824931,1.5732192729773846,0.5013331759796584,-2.127524205496556,2.9418519900759166,1.0502060871566181,-1.5775435697169238,3.0
-0.8407979459475035,0.6723675481797129,0.9231748597013959,-1.152865812749592,0.029144341670505947,6.200310646668917,-0.7884434798374373,4.053092868072266,1.4824536440045197,4.412373687608362,-0.19018183101827935,-0.6147439099751058,-0.3964464216133131,0.02481213658134296,3.463617107909179,-0.8891704555337417,-3.697433697632331,3.059969874260047,-3.079685211625591,-4.655335919593051,3.785708044493181,1.2467581198579163,-2.9040733460502843,-0.1174473427457059,0.798168151646829,0.9507888696276929,3.0
-2.2762200417278353,0.24831098430341592,0.25824271601660387,-0.6279902887281412,4.546768109434607,0.6808230595556994,0.4905507158377985,4.27595210731137,0.6333139340516342,9.055680837961209,4.042189258248035,1.906932246504073,0.7470652098163821,-0.5140342439041911,4.429208345189293,1.5780270989536616,-0.5784112811319888,-7.417988841019461,-4.230435171327121,-8.755015377885849,2.939754604410185,-1.5357150629679213,-2.6129358704900323,1.280591173931656,2.7375793184985167,-0.01921785215636198,1.0
-0.8592406026864449,6.112428249543284,-0.7282604740427665,-0.49249840181459037,-4.020230917816123,2.4213822387913404,1.059618535145619,-3.3183392849614894,1.8587887568658044,-7.005723815185494,0.24636292506005897,0.19684588420401683,-2.2889993513908635,-1.7526268603923865,0.21763741438464934,4.4069366923469175,-1.3933545298716385,-0.5890320228646209,2.857118132148034,-2.7599308899983273,-2.889379461331351,-2.9639164008532166,4.815501965885878,0.9584438360161387,0.5926802562765514,-0.17402821831109733,4.0
